0,-----,
277,Magic Coat,A barrier reflects back to the target<br>moves like Leech Seed and moves<br>that damage status.
478,Magic Room,The user creates a bizarre area<br>in which Pokémon's held items<br>lose their effects for five turns.
345,Magical Leaf,The user scatters curious leaves<br>that chase the target.<br>This attack will not miss.
463,Magma Storm,The target becomes trapped<br>within a maelstrom of fire that rages<br>for four to five turns.
443,Magnet Bomb,The user launches steel bombs that<br>stick to the target.<br>This attack will not miss.
393,Magnet Rise,The user levitates using electrically<br>generated magnetism for five turns.
222,Magnitude,The user looses a ground-shaking quake<br>affecting everyone around the user.<br>Its power varies.
382,Me First,The user tries to cut ahead of the target<br>to steal and use the target's intended<br>move with greater power.
212,Mean Look,The user pins the target with a dark,<br>arresting look.<br>The target becomes unable to flee.
96,Meditate,The user meditates to awaken the power<br>deep within its body and raise its<br>Attack stat.
72,Mega Drain,A nutrient-draining attack. The user's<br>HP is restored by half the damage taken<br>by the target.
25,Mega Kick,The target is attacked by a kick launched<br>with muscle-packed power.
5,Mega Punch,The target is slugged by a punch thrown<br>with muscle-packed power.
224,Megahorn,Using its tough and impressive horn,<br>the user rams into the target<br>with no letup.
262,Memento,The user faints when using this move.<br>In return, it harshly lowers the target's<br>Attack and Sp. Atk.
368,Metal Burst,The user retaliates with much greater<br>power against the target<br>that last inflicted damage on it.
232,Metal Claw,The target is raked with steel claws.<br>It may also raise the user's Attack stat.
319,Metal Sound,A horrible sound like scraping metal<br>harshly reduces the target's<br>Sp. Def stat.
309,Meteor Mash,The target is hit with a hard punch fired<br>like a meteor. It may also raise<br>the user's Attack.
118,Metronome,The user waggles a finger and stimulates<br>its brain into randomly using nearly<br>any move.
208,Milk Drink,The user restores its own HP<br>by up to half of its maximum HP.<br>May also be used in the field to heal HP.
102,Mimic,The user copies the target's last move.<br>The move can be used during battle<br>until the Pokémon is switched out.
170,Mind Reader,The user senses the target's movements<br>with its mind to ensure its next<br>attack does not miss the target.
107,Minimize,The user compresses its body<br>to make itself look smaller,<br>which sharply raises its evasiveness.
357,Miracle Eye,Enables a Dark-type target to be hit by<br>Psychic-type attacks. It also enables<br>an evasive target to be hit.
243,Mirror Coat,A retaliation move that counters any<br>special attack, inflicting double the<br>damage taken.
119,Mirror Move,The user counters the target by mimicking<br>the target's last move.
429,Mirror Shot,The user looses a flash of energy at<br>the target from its polished body.<br>It may also lower the target's accuracy.
54,Mist,The user cloaks its body with a white mist<br>that prevents any of its stats from being<br>cut for five turns.
296,Mist Ball,A mistlike flurry of down envelops and<br>damages the target. It may also lower<br>the target's Sp. Atk.
236,Moonlight,The user restores its own HP.<br>The amount of HP regained varies<br>with the weather.
234,Morning Sun,The user restores its own HP.<br>The amount of HP regained varies<br>with the weather.
426,Mud Bomb,The user launches a hard-packed<br>mud ball to attack.<br>It may also lower the target's accuracy.
341,Mud Shot,The user attacks by hurling a blob of mud<br>at the target.<br>It also reduces the target's Speed.
300,Mud Sport,The user covers itself with mud. It<br>weakens Electric-type moves while the<br>user is in the battle.
330,Muddy Water,The user attacks by shooting muddy water<br>at the opposing team.<br>It may also lower the targets' accuracy.
189,Mud-Slap,The user hurls mud in the target's face to<br>inflict damage and lower its accuracy.
417,Nasty Plot,The user stimulates its brain by thinking<br>bad thoughts.<br>It sharply raises the user's Sp. Atk.
363,Natural Gift,The user draws power to attack by using<br>its held Berry.<br>The Berry determines its type and power.
267,Nature Power,An attack that makes use of nature's<br>power. Its effects vary depending on the<br>user's environment.
302,Needle Arm,The user attacks by wildly swinging its<br>thorny arms. It may also make the<br>target flinch.
539,Night Daze,The user lets loose a pitch-black shock<br>wave at its target. It may also lower the<br>target's accuracy.
101,Night Shade,The user makes the target see a<br>frightening mirage. It inflicts damage<br>matching the user's level.
400,Night Slash,The user slashes the target<br>the instant an opportunity arises.<br>Critical hits land more easily.
171,Nightmare,A sleeping target sees a nightmare<br>that inflicts some damage every turn.
190,Octazooka,The user attacks by spraying ink in the<br>target's face or eyes.<br>It may also lower the target's accuracy.
316,Odor Sleuth,Enables a Ghost-type target to be hit with<br>Normal- and Fighting-type attacks. It also<br>enables an evasive target to be hit.
466,Ominous Wind,The user blasts the target with a gust of<br>repulsive wind. It may also raise all the<br>user's stats at once.
200,Outrage,The user rampages and attacks for two<br>to three turns.<br>It then becomes confused, however.
315,Overheat,The user attacks the target at full power.<br>The attack's recoil harshly reduces the<br>user's Sp. Atk stat.
220,Pain Split,The user adds its HP to the target's HP,<br>then equally shares the combined HP<br>with the target.
6,Pay Day,Numerous coins are hurled at the<br>target to inflict damage.<br>Money is earned after the battle.
371,Payback,If the user moves after the target,<br>this attack's power will be doubled.
64,Peck,The target is jabbed with a sharply<br>pointed beak or horn.
195,Perish Song,Any Pokémon that hears this song<br>faints in three turns, unless it switches<br>out of battle.
80,Petal Dance,The user attacks the target by scattering<br>petals for two to three turns.<br>The user then becomes confused.
42,Pin Missile,Sharp spikes are shot at the target<br>in rapid succession.<br>They hit two to five times in a row.
365,Pluck,The user pecks the target. If the target<br>is holding a Berry, the user eats it and<br>gains its effect.
305,Poison Fang,The user bites the target with toxic<br>fangs. It may also leave the target<br>badly poisoned.
139,Poison Gas,A cloud of poison gas is sprayed<br>in the face of opposing Pokémon.<br>It may poison those hit.
398,Poison Jab,The target is stabbed with a tentacle or<br>arm steeped in poison. It may also<br>poison the target.
40,Poison Sting,The user stabs the target<br>with a poisonous stinger.<br>This may also poison the target.
342,Poison Tail,The user hits the target with its tail.<br>It may also poison the target.<br>Critical hits land more easily.
77,PoisonPowder,The user scatters a cloud of poisonous<br>dust on the target. It may poison<br>the target.
1,Pound,The target is physically pounded with<br>a long tail or a foreleg, etc.
181,Powder Snow,The user attacks with a chilling gust<br>of powdery snow.<br>It may also freeze the targets.
408,Power Gem,The user attacks with a ray of light that<br>sparkles as if it were made of gemstones.
471,Power Split,The user employs its psychic power to<br>average its Attack and Sp. Atk stats<br>with those of the target's.
384,Power Swap,The user employs its psychic power to<br>switch changes to its Attack and<br>Sp. Atk with the target.
379,Power Trick,The user employs its psychic power to<br>switch its Attack with its Defense stat.
438,Power Whip,The user violently whirls its vines or<br>tentacles to harshly lash the target.
217,Present,The user attacks by giving the target a<br>gift with a hidden trap. It restores<br>HP sometimes, however.
182,Protect,It enables the user to evade all attacks.<br>Its chance of failing rises if it is used in<br>succession.
60,Psybeam,The target is attacked with a peculiar ray.<br>It may also cause confusion.
244,Psych Up,The user hypnotizes itself into<br>copying any stat change made<br>by the target.
94,Psychic,The target is hit by a strong telekinetic<br>force. It may also reduce the target's<br>Sp. Def stat.
354,Psycho Boost,The user attacks the target at full power.<br>The attack's recoil harshly reduces the<br>user's Sp. Atk stat.
427,Psycho Cut,The user tears at the target with blades<br>formed by psychic power.<br>Critical hits land more easily.
375,Psycho Shift,Using its psychic power of suggestion,<br>the user transfers its status problems<br>to the target.
473,Psyshock,The user materializes an odd<br>psychic wave to attack the target.<br>This attack does physical damage.
540,Psystrike,The user materializes an odd<br>psychic wave to attack the target.<br>This attack does physical damage.
149,Psywave,The target is attacked with an odd <br>psychic wave.<br>The attack varies in intensity.
386,Punishment,This attack's power increases<br>the more the target has powered<br>up with stat changes.
228,Pursuit,An attack move that inflicts double damage<br>if used on a target that is switching out<br>of battle.
511,Quash,The user suppresses the target and<br>makes its move go last.
98,Quick Attack,The user lunges at the target at a speed<br>that makes it almost invisible. It is sure<br>to strike first.
501,Quick Guard,The user protects itself and its allies<br>from priority moves. If used in<br>succession, its chance of failing rises.
483,Quiver Dance,The user lightly performs a beautiful,<br>mystic dance. It boosts the user's<br>Sp. Atk
99,Rage,As long as this move is in use, the power<br>of rage raises the Attack stat each<br>time the user is hit in battle.
476,Rage Powder,The user scatters a cloud of irritating<br>powder to draw attention to itself.<br>Opponents aim only at the user.
240,Rain Dance,The user summons a heavy rain<br>that falls for five turns,<br>powering up Water-type moves.
229,Rapid Spin,A spin attack that can also eliminate<br>such moves as Bind, Wrap
75,Razor Leaf,Sharp-edged leaves are launched<br>to slash at the opposing team.<br>Critical hits land more easily.
534,Razor Shell,The user cuts its target with sharp<br>shells. This attack may also lower the<br>target's Defense stat.
13,Razor Wind,A two-turn attack. Blades of wind hit<br>opposing Pokémon on the second turn.<br>Critical hits land more easily.
105,Recover,Restoring its own cells, the user<br>restores its own HP by half of<br>its max HP.
278,Recycle,The user recycles a held item that<br>has been used in battle so it can be<br>used again.
115,Reflect,A wondrous wall of light is put up to<br>suppress damage from physical attacks<br>for five turns.
513,Reflect Type,The user reflects the target's type,<br>making it the same type as the target.
287,Refresh,The user rests to cure itself of a<br>poisoning, burn
547,Relic Song,The user sings an ancient song and attacks<br>by appealing to the hearts of those<br>listening. It may also induce sleep.
156,Rest,The user goes to sleep for two turns.<br>It fully restores the user's HP and heals<br>any status problem.
514,Retaliate,The user gets revenge for a fainted ally.<br>If an ally fainted in the previous turn,<br>this attack's damage increases.
216,Return,A full-power attack that grows more<br>powerful the more the user likes<br>its Trainer.
279,Revenge,An attack move that inflicts double the<br>damage if the user has been hurt by the<br>opponent in the same turn.
179,Reversal,An all-out attack that becomes more<br>powerful the less HP the user has.
46,Roar,The target is scared off and replaced by<br>another Pokémon in its party. In the<br>wild, the battle ends.
459,Roar of Time,The user blasts the target with power<br>that distorts even time.<br>The user must rest on the next turn.
350,Rock Blast,The user hurls hard rocks at the target.<br>Two to five rocks are launched in quick<br>succession.
431,Rock Climb,The user attacks the target by smashing<br>into it with incredible force.<br>It may also confuse the target.
397,Rock Polish,The user polishes its body to reduce drag.<br>It can sharply raise the Speed stat.
157,Rock Slide,Large boulders are hurled at the opposing<br>team to inflict damage. It may also make<br>the targets flinch.
249,Rock Smash,The user attacks with a punch that can<br>shatter a rock. It may also lower the<br>target's Defense stat.
88,Rock Throw,The user picks up and throws a small<br>rock at the target to attack.
317,Rock Tomb,Boulders are hurled at the target. It also<br>lowers the target's Speed by preventing<br>its movement.
439,Rock Wrecker,The user launches a huge boulder at the<br>target to attack. It must rest on the<br>next turn, however.
272,Role Play,The user mimics the target completely,<br>copying the target's natural Ability.
27,Rolling Kick,The user lashes out with a quick, spinning<br>kick. It may also make the target flinch.
205,Rollout,The user continually rolls into the target<br>over five turns. It becomes stronger<br>each time it hits.
355,Roost,The user lands and rests its body.<br>It restores the user's HP by up to<br>half of its max HP.
496,Round,The user attacks the target with a song.<br>Others can join in the Round and make<br>the attack do greater damage.
221,Sacred Fire,The target is razed with a mystical fire<br>of great intensity. It may also leave the<br>target with a burn.
533,Sacred Sword,The user attacks by slicing with its long<br>horns. The target's stat changes<br>don't affect this attack's damage.
219,Safeguard,The user creates a protective field that<br>prevents status problems for five turns.
328,Sand Tomb,The user traps the target inside a harshly<br>raging sandstorm for four to five turns.
28,Sand-Attack,Sand is hurled in the target's face,<br>reducing its accuracy.
201,Sandstorm,A five-turn sandstorm is summoned<br>to hurt all combatants except the<br>Rock, Ground
503,Scald,The user shoots boiling hot water at<br>its target. It may also leave the target<br>with a burn.
184,Scary Face,The user frightens the target with a scary<br>face to harshly reduce its Speed stat.
10,Scratch,Hard, pointed
103,Screech,An earsplitting screech harshly reduces<br>the target's Defense stat.
545,Searing Shot,An inferno of scarlet flames torches<br>everything around the user. It may<br>leave targets with a burn.
290,Secret Power,The user attacks the target with a<br>secret power. Its added effects vary<br>depending on the user's environment.
548,Secret Sword,The user cuts with its long horn. The odd<br>power contained in the horn does physical<br>damage to the target.
402,Seed Bomb,The user slams a barrage of hard-shelled<br>seeds down on the target from above.
465,Seed Flare,The user emits a shock wave from<br>its body to attack its target. It may<br>harshly lower the target's Sp. Def.
69,Seismic Toss,The target is thrown using the power of<br>gravity. It inflicts damage equal to<br>the user's level.
120,Selfdestruct,The user attacks everything around it<br>by causing an explosion.<br>The user faints upon using this move.
247,Shadow Ball,The user hurls a shadowy blob at the<br>target. It may also lower the target's<br>Sp. Def stat.
421,Shadow Claw,The user slashes with a sharp claw made<br>from shadows.<br>Critical hits land more easily.
467,Shadow Force,The user disappears, then strikes the<br>target on the second turn.<br>It hits even if the target protects itself.
325,Shadow Punch,The user throws a punch from the shadows.<br>The punch lands without fail.
425,Shadow Sneak,The user extends its shadow and attacks<br>the target from behind.<br>This move always goes first.
159,Sharpen,The user reduces its polygon count to<br>make itself more jagged, raising the<br>Attack stat.
329,Sheer Cold,The target is attacked with a blast of<br>absolute-zero cold.<br>The target instantly faints if it hits.
504,Shell Smash,The user breaks its shell, lowering its<br>Defense and Sp. Def stats but sharply<br>raising Attack
508,Shift Gear,The user rotates its gears, raising its<br>Attack and sharply raising its Speed.
351,Shock Wave,The user strikes the target with a quick<br>jolt of electricity.<br>This attack cannot be evaded.
324,Signal Beam,The user attacks with a sinister beam of<br>light. It may also confuse the target.
318,Silver Wind,The target is attacked with powdery<br>scales blown by wind.<br>It may also raise all the user's stats.
493,Simple Beam,The user's mysterious psychic wave<br>changes the target's Ability to Simple.
47,Sing,A soothing lullaby is sung in a calming<br>voice that puts the target into a deep<br>slumber.
166,Sketch,It enables the user to permanently learn<br>the move last used by the target.<br>Once used, Sketch disappears.
285,Skill Swap,The user employs its psychic power to<br>exchange Abilities with the target.
130,Skull Bash,The user tucks in its head to raise its<br>Defense in the first turn, then<br>rams the target on the next turn.
143,Sky Attack,A second-turn attack move where<br>critical hits land more easily.<br>It may also make the target flinch.
507,Sky Drop,The user takes the target into the sky,<br>then drops it during the next turn.<br>The target cannot attack while in the sky.
327,Sky Uppercut,The user attacks the target with an<br>uppercut thrown skyward with force.
303,Slack Off,The user slacks off, restoring its own HP<br>by up to half of its maximum HP.
21,Slam,The target is slammed with a long tail,<br>vines
163,Slash,The target is attacked with a slash<br>of claws or blades.<br>Critical hits land more easily.
79,Sleep Powder,The user scatters a big cloud<br>of sleep-inducing dust<br>around the target.
214,Sleep Talk,While it is asleep, the user randomly uses<br>one of the moves it knows.
124,Sludge,Unsanitary sludge is hurled at the target.<br>It may also poison the target.
188,Sludge Bomb,Unsanitary sludge is hurled at the target.<br>It may also poison the target.
482,Sludge Wave,It swamps the area around the user with a<br>giant sludge wave.<br>It may also poison those hit.
479,Smack Down,The user throws a stone or projectile to<br>attack an opponent. A flying Pokémon will<br>fall to the ground when hit.
265,SmellingSalt,This attack inflicts double damage on a<br>target with paralysis. It also cures the<br>target's paralysis, however.
123,Smog,The target is attacked with a<br>discharge of filthy gases.<br>It may also poison the target.
108,SmokeScreen,The user releases an obscuring cloud<br>of smoke or ink. It reduces the<br>target's accuracy.
555,Snarl,The user yells as if it is ranting about<br>something, making the target's Sp. Atk<br>stat decrease.
289,Snatch,The user steals the effects of any<br>healing or stat-changing move the<br>opponent attempts to use.
173,Snore,An attack that can be used only if the<br>user is asleep. The harsh noise may also<br>make the target flinch.
487,Soak,The user shoots a torrent of water<br>at the target and changes<br>the target's type to Water.
135,Softboiled,The user restores its own HP<br>by up to half of its maximum HP.<br>May also be used in the field to heal HP.
76,SolarBeam,A two-turn attack. The user gathers<br>light, then blasts a bundled beam on the<br>second turn.
49,SonicBoom,The target is hit with a destructive shock<br>wave that always inflicts 20 HP damage.
460,Spacial Rend,The user tears the target along with the<br>space around it.<br>Critical hits land more easily.
209,Spark,The user throws an electrically charged<br>tackle at the target. It may also leave<br>the target with paralysis.
169,Spider Web,The user ensnares the target with thin,<br>gooey silk so it can't flee from battle.
131,Spike Cannon,Sharp spikes are shot at the target<br>in rapid succession.<br>They hit two to five times in a row.
191,Spikes,The user lays a trap of spikes at the<br>opposing team's feet. The trap hurts<br>Pokémon that switch into battle.
255,Spit Up,The power stored using the move Stockpile<br>is released at once in an attack. The more<br>power is stored, the greater the damage.
180,Spite,The user unleashes its grudge on the move<br>last used by the target by cutting 4 PP<br>from it.
150,Splash,The user just flops and splashes around<br>to no effect at all...
147,Spore,The user scatters bursts of spores<br>that induce sleep.
446,Stealth Rock,The user lays a trap of levitating stones<br>around the opponent's team. The trap<br>hurts opponents that switch into battle.
537,Steamroller,The user crushes its targets by rolling<br>over them with its rolled-up body.<br>This attack may make the target flinch.
211,Steel Wing,The target is hit with wings of steel.<br>It may also raise the user's Defense stat.
254,Stockpile,The user charges up power and raises<br>both its Defense and Sp. Def. The move<br>can be used three times.
23,Stomp,The target is stomped with a big foot.<br>It may also make the target flinch.
444,Stone Edge,The user stabs the foe with<br>sharpened stones from below.<br>It has a high critical-hit ratio.
500,Stored Power,The user attacks the target with stored<br>power. The more the user's stats are<br>raised, the greater the damage.
480,Storm Throw,The user strikes the target with a fierce<br>blow. This attack always results in a<br>critical hit.
70,Strength,The target is slugged with a punch thrown<br>at maximum power. It can also be used<br>to move heavy boulders.
81,String Shot,The targets are bound with silk blown<br>from the user's mouth. This silk reduces<br>the targets' Speed stat.
165,Struggle,An attack that is used in desperation<br>only if the user has no PP. It also hurts<br>the user slightly.
522,Struggle Bug,While resisting, the user attacks the<br>opposing Pokémon. The targets'<br>Sp. Atk stat is reduced.
78,Stun Spore,The user scatters a cloud of paralyzing<br>powder. It may leave the target<br>with paralysis.
66,Submission,The user grabs the target and recklessly<br>dives for the ground. It also hurts the<br>user slightly.
164,Substitute,The user makes a copy of itself using<br>some of its HP.<br>The copy serves as the user's decoy.
389,Sucker Punch,This move enables the user to attack<br>first. It fails if the target is not<br>readying an attack, however.
241,Sunny Day,The user intensifies the sun for<br>five turns, powering up<br>Fire-type moves.
162,Super Fang,The user chomps hard on the<br>target with its sharp front fangs.<br>It cuts the target's HP to half.
276,Superpower,The user attacks the target with great<br>power. However, it also lowers the<br>user's Attack and Defense.
48,Supersonic,The user generates odd sound waves from<br>its body. It may confuse the target.
57,Surf,It swamps the area around the user<br>with a giant wave.<br>It can also be used for crossing water.
207,Swagger,The user enrages and confuses the target.<br>However, it also sharply raises the<br>target's Attack stat.
256,Swallow,The power stored using the move Stockpile<br>is absorbed by the user to heal its HP.<br>Storing more power heals more HP.
186,Sweet Kiss,The user kisses the target with a sweet,<br>angelic cuteness that causes confusion.
230,Sweet Scent,A sweet scent that lowers the opposing<br>team's evasiveness. It also lures wild<br>Pokémon if used in grass, etc.
129,Swift,Star-shaped rays are shot at the opposing<br>team. This attack never misses.
415,Switcheroo,The user trades held items with the target<br>faster than the eye can follow.
14,Swords Dance,A frenetic dance to uplift the fighting<br>spirit. It sharply raises the user's<br>Attack stat.
485,Synchronoise,Using an odd shock wave, the user<br>inflicts damage on any Pokémon of the same<br>type in the area around it.
235,Synthesis,The user restores its own HP.<br>The amount of HP regained varies<br>with the weather.
33,Tackle,A physical attack in which the user<br>charges and slams into the target<br>with its whole body.
294,Tail Glow,The user stares at flashing lights to<br>focus its mind, drastically raising its<br>Sp. Atk stat.
541,Tail Slap,The user attacks by striking the target<br>with its hard tail. It hits the target two<br>to five times in a row.
39,Tail Whip,The user wags its tail cutely, making<br>opposing Pokémon less wary and<br>lowering their Defense stat.
366,Tailwind,The user whips up a turbulent whirlwind<br>that ups the Speed of all party Pokémon<br>for four turns.
36,Take Down,A reckless, full-body charge attack for<br>slamming into the target.<br>It also damages the user a little.
269,Taunt,The target is taunted into a rage that<br>allows it to use only attack moves<br>for three turns.
546,Techno Blast,The user fires a beam of light at<br>its target. The type changes depending<br>on the Drive the user holds.
298,Teeter Dance,The user performs a wobbly dance that<br>confuses the Pokémon around it.
477,Telekinesis,The user makes the target float with its<br>psychic power. The target is easier to<br>hit for three turns.
100,Teleport,Use it to flee from any wild Pokémon.<br>It can also warp to the last Pokémon<br>Center visited.
168,Thief,The user attacks and steals the target's<br>held item simultaneously.<br>It can't steal if the user holds an item.
37,Thrash,The user rampages and attacks for two<br>to three turns. It then becomes<br>confused, however.
87,Thunder,A wicked thunderbolt is dropped<br>on the target to inflict damage. It may<br>also leave the target with paralysis.
422,Thunder Fang,The user bites with electrified fangs.<br>It may also make the target flinch or<br>leave it with paralysis.
86,Thunder Wave,A weak electric charge is launched at<br>the target. It causes paralysis if it hits.
85,Thunderbolt,A strong electric blast is loosed at the<br>target. It may also leave the target<br>with paralysis.
9,ThunderPunch,The target is punched with an electrified<br>fist. It may also leave the target<br>with paralysis.
84,ThunderShock,A jolt of electricity is hurled<br>at the target to inflict damage. It may<br>also leave the target with paralysis.
321,Tickle,The user tickles the target into laughing,<br>reducing its Attack and Defense stats.
259,Torment,The user torments and enrages the<br>target, making it incapable of using<br>the same move twice in a row.
92,Toxic,A move that leaves the target<br>badly poisoned.<br>Its poison damage worsens every turn.
390,Toxic Spikes,The user lays a trap of poison spikes at<br>the opponent's feet. They poison<br>opponents that switch into battle.
144,Transform,The user transforms into a copy of the<br>target right down to having<br>the same move set.
161,Tri Attack,The user strikes with a simultaneous<br>three-beam attack. May also burn, freeze
271,Trick,The user catches the target off guard<br>and swaps its held item with its own.
433,Trick Room,The user creates a bizarre area in which<br>slower Pokémon get to move first for<br>five turns.
167,Triple Kick,A consecutive three-kick attack that<br>becomes more powerful with each <br>successive hit.
376,Trump Card,The fewer PP this move has, the greater<br>its attack power.
41,Twineedle,The user damages the target twice in<br>succession by jabbing it with two spikes.<br>It may also poison the target.
239,Twister,The user whips up a vicious tornado<br>to tear at the opposing team.<br>It may also make targets flinch.
253,Uproar,The user attacks in an uproar for<br>three turns. Over that time,<br>no one can fall asleep.
369,U-turn,After making its attack, the user<br>rushes back to switch places with<br>a party Pokémon in waiting.
410,Vacuum Wave,The user whirls its fists to send a wave<br>of pure vacuum at the target. This move<br>always goes first.
557,V-create,With a hot flame on its forehead, the user<br>hurls itself at its target. It lowers the<br>user's Defense
474,Venoshock,The user drenches the target in a special<br>poisonous liquid. Its power is doubled<br>if the target is poisoned.
11,ViceGrip,The target is gripped and squeezed from<br>both sides to inflict damage.
22,Vine Whip,The target is struck with slender,<br>whiplike vines to inflict damage.
233,Vital Throw,The user attacks last.<br>In return, this throw move is<br>guaranteed not to miss.
521,Volt Switch,After making its attack, the user<br>rushes back to switch places with<br>a party Pokémon in waiting.
344,Volt Tackle,The user electrifies itself, then charges. <br>It causes considerable damage to the user<br>and may leave the target with paralysis.
358,Wake-Up Slap,This attack inflicts big damage on a<br>sleeping target. It also wakes the target<br>up, however.
55,Water Gun,The target is blasted with a<br>forceful shot of water.
518,Water Pledge,A column of water strikes the target. When<br>combined with its fire equivalent, the<br>damage increases and a rainbow appears.
352,Water Pulse,The user attacks the target with<br>a pulsing blast of water.<br>It may also confuse the target.
346,Water Sport,The user soaks itself with water. The move<br>weakens Fire-type moves while the user<br>is in the battle.
323,Water Spout,The user spouts water to damage the<br>opposing team. The lower the user's HP,<br>the less powerful it becomes.
127,Waterfall,The user charges at the target<br>and may make it flinch.<br>It can also be used to climb a waterfall.
311,Weather Ball,An attack move that varies in power and<br>type depending on the weather.
250,Whirlpool,Traps foes in a violent swirling<br>whirlpool for four to five turns.
18,Whirlwind,The target is blown away, to be replaced<br>by another Pokémon in its party. In the<br>wild
469,Wide Guard,The user and its allies are protected from<br>wide-ranging attacks for one turn. If used<br>in succession, its chance of failing rises.
528,Wild Charge,The user shrouds itself in electricity<br>and smashes into its target.<br>It also damages the user a little.
261,Will-O-Wisp,The user shoots a sinister, bluish-white<br>flame at the target to inflict a burn.
17,Wing Attack,The target is struck with large, imposing<br>wings spread wide to inflict damage.
273,Wish,One turn after this move is used,<br>the target's HP is restored by<br>half the user's maximum HP.
110,Withdraw,The user withdraws its body into its hard<br>shell, raising its Defense stat.
472,Wonder Room,The user creates a bizarre area in which<br>Pokémon's Defense and Sp. Def<br>stats are swapped for five turns.
452,Wood Hammer,The user slams its rugged body into the<br>target to attack. The user also sustains<br>serious damage.
526,Work Up,The user is roused, and its Attack<br>and Sp. Atk stats increase.
388,Worry Seed,A seed that causes worry is planted on<br>the target. It prevents sleep by making<br>its Ability Insomnia.
35,Wrap,A long body or vines are used to wrap and<br>squeeze the target for four to five turns.
378,Wring Out,The user powerfully wrings the target.<br>The more HP the target has, the greater<br>this attack's power.
404,X-Scissor,The user slashes at the target by<br>crossing its scythes or claws as if<br>they were a pair of scissors.
281,Yawn,The user lets loose a huge yawn that<br>lulls the target into falling asleep<br>on the next turn.
192,Zap Cannon,The user fires an electric blast like a<br>cannon to inflict damage and<br>cause paralysis.
428,Zen Headbutt,The user focuses its willpower to its head<br>and attacks the target.<br>It may also make the target flinch.
